0,23.48
1,23.51
2,23.75
3,23.73
4,23.7399
5,23.77
6,23.7
7,23.6892
8,23.699
9,23.7299
10,23.72
11,23.89
12,23.85
13,23.97
14,23.9699
15,23.95
16,23.88
17,23.99
18,23.97
19,24.03
20,23.98
21,24.01
22,23.87
23,23.97
24,24.1
25,23.85
26,24.0
27,24.099
28,24.0
29,23.9999
30,23.9256
31,24.07
32,24.01
33,24.0
34,23.83
35,23.66
36,23.69
37,23.7
38,23.74
39,23.8142
40,23.6
41,23.45
42,23.24
43,23.06
44,23.37
45,23.549
46,23.44
47,23.37
48,23.1699
49,23.08
50,23.01
51,22.9401
52,23.04
53,22.84
54,23.21
55,23.24
56,23.19
57,23.0
58,22.8
59,22.75
60,22.96
61,23.17
62,23.38
63,23.26
64,23.06
65,23.22
66,23.43
67,23.78
68,23.74
69,23.69
70,23.69
71,23.74
72,23.97
73,24.0
74,24.07
75,23.8
76,23.9
77,23.83
78,23.87
79,23.82
80,23.87
81,23.7
82,23.86
83,23.81
84,23.67
85,23.45
86,23.3
87,23.23
88,23.3
89,23.23
90,22.87
91,22.81
92,22.57
93,22.51
94,22.1
95,22.36
96,22.47
97,22.34
98,21.7399
99,21.76
100,20.72
101,20.15
102,19.9136
103,20.775
104,20.72
105,20.83
106,20.81
107,21.1899
108,20.35
109,20.6
110,20.5
111,19.92
112,19.89
113,20.01
114,19.79
115,20.4
116,20.46
117,20.65
118,20.88
119,21.08
120,20.93
121,21.14
122,20.74
123,20.3901
124,20.14
125,20.3
126,20.54
127,20.68
128,20.27
129,19.78
130,19.63
131,19.05
132,18.77
133,18.77
134,18.85
135,18.9
136,18.632
137,18.95
138,18.78
139,18.06
140,17.85
141,17.71
142,18.34
143,18.26
144,18.36
145,18.51
146,18.74
147,18.7
148,18.71
149,18.52
150,19.18
151,18.89
152,19.35
153,19.55
154,19.37
155,19.1801
156,19.24
157,19.97
158,20.1
159,19.67
160,19.24
161,19.23
162,19.14
163,19.12
164,19.13
165,19.27
166,19.04
167,18.86
168,18.89
169,18.79
170,18.95
171,19.01
172,18.76
173,18.75
174,18.64
175,18.42
176,18.26
177,18.48
178,18.18
179,18.26
180,18.29
181,17.95
182,18.18
183,18.32
184,18.22
185,18.02
186,17.79
187,17.95
188,17.72
189,17.76
190,17.52
191,17.55
192,17.38
193,17.34
194,17.32
195,17.25
196,17.3
197,17.549
198,17.36
199,17.44
200,17.32
201,17.41
202,18.1
203,18.2
204,19.0
205,19.15
206,19.19
207,19.61
208,19.77
209,19.95
210,20.05
211,20.0
212,20.13
213,20.18
214,20.32
215,20.2322
216,20.0458
217,20.0823
218,20.19
219,20.21
220,20.1401
221,20.18
222,20.29
223,20.39
224,20.58
225,20.54
226,20.55
227,20.47
228,20.47
229,20.08
230,20.46
231,20.56
232,20.86
233,20.67
234,20.68
235,20.56
236,20.78
237,20.89
238,20.87
239,20.96
240,21.14
241,21.29
242,21.36
243,21.3
244,21.33
245,20.761
246,20.99
247,21.29
248,21.3
249,21.16
250,21.1
251,21.29
252,21.1
253,21.51
254,21.57
255,21.64
256,21.77
257,21.85
258,21.7
259,21.78
260,21.65
261,21.65
262,21.6572
263,21.72
264,21.56
265,21.49
266,21.53
267,21.47
268,21.39
269,21.12
270,21.2
271,21.58
272,21.54
273,21.772
274,21.77
275,21.59
276,21.69
277,21.65
278,21.27
279,21.4
280,21.54
281,21.6073
282,21.55
283,21.6
284,21.83
285,21.84
286,21.93
287,21.77
288,21.68
289,21.53
290,21.48
291,21.63
292,21.25
293,20.71
294,20.33
295,20.47
296,19.89
297,19.58
298,20.06
299,20.36
300,20.36
301,20.28
302,20.41
303,20.54
304,20.54
305,20.59
306,20.3
307,20.63
308,20.51
309,20.6
310,20.61
311,20.771
312,20.5101
313,20.88
314,20.8
315,20.71
316,20.71
317,20.69
318,20.78
319,20.906
320,20.7
321,21.1
322,20.77
323,20.4
324,20.29
325,20.0
326,19.5
327,19.97
328,19.85
329,20.0
330,19.93
331,19.83
332,19.77
333,20.01
334,20.11
335,20.5
336,20.3933
337,20.52
338,20.6
339,20.7
340,20.65
341,20.73
342,20.55
343,20.66
344,20.9
345,21.24
346,21.28
347,21.12
348,21.27
349,21.29
350,21.32
351,21.47
352,21.86
353,21.89
354,21.88
355,21.93
356,21.98
357,22.05
358,22.05
359,22.08
360,22.33
361,22.48
362,22.3905
363,22.18
364,22.09
365,22.0999
366,22.05
367,22.18
368,22.46
369,22.39
370,22.47
371,22.32
372,22.31
373,22.35
374,22.28
375,22.3265
376,22.47
377,22.45
378,22.4
379,22.4456
380,22.32
381,22.37
382,22.5
383,22.43
384,22.35
385,22.43
386,22.28
387,22.29
388,22.32
389,22.23
390,22.3
391,22.3799
392,22.29
393,22.25
394,22.25
395,22.32
396,22.21
397,22.18
398,22.16
399,22.24
400,22.24
401,22.27
402,22.28
403,22.26
404,22.27
405,22.27
406,22.22
407,22.22
408,22.0
409,21.98
410,22.1
411,22.02
412,21.95
413,22.01
414,21.93
415,21.96
416,21.9
417,21.97
418,22.1
419,21.99
420,21.64
421,21.28
422,21.1
423,20.97
424,20.96
425,21.05
426,21.0
427,21.03
428,21.14
429,21.13
430,21.23
431,21.27
432,21.1
433,21.0
434,21.0
435,20.94
436,20.94
437,20.84
438,20.75
439,20.7799
440,20.8
441,20.9
442,20.97
443,20.86
444,20.95
445,20.97
446,21.0
447,21.01
448,21.14
449,21.25
450,21.33
451,21.31
452,21.38
453,21.41
454,21.64
455,21.7
456,21.76
457,22.0
458,22.27
459,22.41
460,22.33
461,22.42
462,22.85
463,23.2
464,23.05
465,23.4
466,23.25
467,23.2
468,23.24
469,23.42
470,23.36
471,23.34
472,23.32
473,23.27
474,23.34
475,23.37
476,23.4
477,23.44
478,23.56
479,23.58
480,23.71
481,23.71
482,23.8453
483,23.69
484,23.68
485,23.94
486,23.94
487,23.93
488,24.0201
489,23.98
490,23.94
491,23.86
492,23.9
493,23.85
494,23.87
495,23.89
496,23.89
497,23.9
498,23.75
499,23.99
500,23.99
501,23.921999999999997
502,23.88
503,23.97
504,23.92
505,23.9451
506,24.06
507,24.0
508,23.94
509,24.055999999999997
510,24.05
511,24.26
512,24.35
513,24.1311
514,24.09
515,24.11
516,24.1636
517,24.1
518,24.16
519,24.16
520,24.17
521,24.155
522,24.18
523,24.2
524,24.4
525,24.17
526,24.3
527,24.16
528,24.1
529,24.09
530,24.07
531,24.05
532,24.07
533,24.07
534,24.0901
535,24.31
536,24.41
537,24.39
538,24.47
539,24.48
540,24.61
541,24.59
542,24.65
543,24.65
544,24.65
545,24.66
546,24.8402
547,24.7416
548,24.77
549,24.7756
550,24.9
551,24.97
552,24.8167
553,24.8372
554,24.81
555,24.74
556,24.36
557,24.54
558,24.26
559,24.42
560,24.52
561,24.43
562,24.6
563,23.92
564,24.14
565,24.24
566,24.3
567,24.38
568,24.09
569,23.94
570,23.7
571,23.59
572,23.64
573,23.77
574,23.71
575,24.04
576,23.51
577,23.67
578,23.52
579,22.98
580,23.04
581,22.62
582,22.35
583,22.54
584,22.94
585,22.86
586,22.87
587,23.28
588,23.08
589,23.09
590,23.24
591,23.65
592,23.37
593,23.46
594,23.73
595,24.03
596,23.99
597,23.82
598,23.52
599,23.5
600,23.21
601,22.82
602,22.6
603,22.5
604,22.05
605,22.22
606,22.1437
607,21.69
608,21.58
609,21.36
610,21.25
611,21.33
612,21.47
613,21.7999
614,21.75
615,21.94
616,22.05
617,21.87
618,22.2
619,22.03
620,21.75
